Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
47,No,Travel_Rarely,1372,Sales,11,2,Marketing,1,136,3,Male,77,4,4,Research Director,4.0,Single,1812.0,26733,9,Y,Yes,19,4,2,80,3,4,1,1,2,7,9,2
54,No,Travel_Rarely,742,Sales,29,3,Medical,1,137,1,Female,94,4,2,Research Director,3.0,Divorced,13562.0,6649,6,Y,No,20,3,1,80,2,20,0,2,1,5,2,1
40,No,Travel_Rarely,1041,Research & Development,5,2,Marketing,1,138,2,Male,80,1,3,Research Scientist,2.0,Married,15591.0,15421,5,Y,No,17,3,2,80,0,17,6,4,13,18,1,3
56,No,Travel_Rarely,709,Research & Development,17,5,Life Sciences,1,139,4,Female,72,4,5,Human Resources,3.0,Single,12102.0,3136,5,Y,Yes,15,3,2,80,2,38,6,4,39,18,1,3
32,No,Travel_Rarely,667,Sales,26,3,Life Sciences,1,140,2,Female,78,1,4,Manufacturing Director,4.0,Married,7405.0,7538,6,Y,Yes,12,3,4,80,3,4,2,3,28,11,13,6
60,Yes,Non-Travel,1469,Research & Development,22,2,Life Sciences,1,141,3,Male,54,2,2,Manufacturing Director,3.0,Married,15819.0,23481,3,Y,No,12,3,3,80,0,7,0,2,37,6,4,1
46,No,Travel_Rarely,155,Research & Development,7,1,Marketing,1,142,4,Male,70,4,5,Research Scientist,2.0,Divorced,17568.0,6282,5,Y,No,14,3,3,80,0,20,5,3,5,17,3,10
53,No,Travel_Rarely,629,Sales,10,2,Medical,1,143,1,Male,93,3,5,Sales Executive,3.0,Married,10645.0,15154,2,Y,No,20,3,4,80,3,4,4,4,33,17,1,4
30,No,Travel_Rarely,712,Research & Development,28,1,Medical,1,144,4,Male,90,3,3,Sales Representative,3.0,Single,16315.0,12327,4,Y,Yes,22,3,1,80,2,12,4,2,7,2,15,12
49,No,Travel_Rarely,294,Sales,29,5,Medical,1,145,4,Female,41,3,2,Laboratory Technician,2.0,Single,13204.0,5182,1,Y,No,12,3,4,80,1,18,6,1,1,8,4,3
24,No,Travel_Rarely,159,Research & Development,11,2,Medical,1,146,3,Female,98,3,3,Manufacturing Director,4.0,Married,6700.0,3740,2,Y,No,22,3,1,80,3,28,6,1,25,5,9,8
39,No,Travel_Frequently,1236,Research & Development,3,5,Technical Degree,1,147,2,Male,43,3,1,Human Resources,1.0,Single,4541.0,15221,8,Y,No,23,4,4,80,3,1,0,3,16,0,8,6
45,No,Travel_Rarely,230,Research & Development,20,3,Marketing,1,148,1,Male,63,1,5,Manager,2.0,Married,17232.0,2581,5,Y,Yes,23,3,1,80,0,36,2,2,23,9,7,12
19,No,Travel_Frequently,807,Sales,10,1,Medical,1,149,4,Male,77,2,1,Sales Executive,2.0,Married,18936.0,17547,2,Y,No,18,3,2,80,1,25,0,4,30,7,8,9
59,No,Travel_Rarely,953,Human Resources,27,3,Medical,1,150,3,Male,90,1,3,Human Resources,4.0,Married,11355.0,21559,1,Y,Yes,20,4,2,80,3,28,2,3,15,16,8,6
23,No,Travel_Frequently,1451,Research & Development,10,1,Life Sciences,1,151,2,Male,64,4,4,Human Resources,4.0,Married,14491.0,3841,4,Y,Yes,17,3,1,80,2,4,5,1,20,2,7,17
45,No,Travel_Frequently,109,Research & Development,14,5,Medical,1,152,4,Male,94,2,5,Healthcare Representative,3.0,Married,6465.0,19005,9,Y,No,17,3,4,80,3,31,1,4,37,2,8,17
45,Yes,Travel_Rarely,130,Sales,12,4,Other,1,153,3,Female,88,2,4,Research Director,2.0,Married,4422.0,19645,4,Y,No,13,4,2,80,2,37,1,2,25,2,3,1
37,Yes,Travel_Rarely,1237,Sales,15,2,Life Sciences,1,154,3,Male,65,2,2,Sales Representative,3.0,Divorced,8094.0,23088,0,Y,No,17,3,4,80,0,1,2,1,16,6,7,0
47,No,Non-Travel,1048,Sales,10,5,Medical,1,155,3,Male,48,2,5,Research Director,3.0,Married,10341.0,18372,2,Y,Yes,18,3,3,80,3,4,6,4,3,10,13,12
28,Yes,Travel_Rarely,232,Sales,10,1,Other,1,156,1,Female,71,3,1,Human Resources,4.0,Divorced,5816.0,22950,6,Y,No,15,3,2,80,2,32,3,1,3,17,1,1
45,No,Non-Travel,289,Research & Development,26,1,Technical Degree,1,157,2,Male,98,4,4,Research Scientist,4.0,Married,8395.0,14025,8,Y,No,11,3,4,80,0,34,1,2,18,4,8,3
42,No,Travel_Rarely,810,Human Resources,19,1,Life Sciences,1,158,4,Male,48,2,2,Healthcare Representative,3.0,Single,2949.0,26139,4,Y,No,11,3,4,80,0,18,4,3,37,1,12,8
56,No,Travel_Rarely,1489,Research & Development,1,1,Other,1,159,2,Male,68,2,5,Research Director,2.0,Single,1665.0,24282,3,Y,Yes,22,3,3,80,0,14,0,4,24,13,8,7
50,No,Travel_Frequently,1329,Sales,24,2,Other,1,160,2,Male,98,3,2,Laboratory Technician,2.0,Divorced,3512.0,2577,2,Y,Yes,21,3,4,80,3,34,5,4,7,0,10,17
18,No,Non-Travel,313,Research & Development,29,3,Life Sciences,1,161,4,Female,81,1,1,Manager,3.0,Divorced,18051.0,2545,9,Y,Yes,24,3,1,80,0,7,3,2,17,3,2,15
44,Yes,Travel_Rarely,377,Sales,26,4,Other,1,162,2,Female,41,1,5,Manager,1.0,Married,12039.0,6163,8,Y,No,14,3,2,80,0,0,6,1,17,13,5,3
30,No,Travel_Frequently,1198,Research & Development,10,2,Life Sciences,1,163,1,Female,76,1,2,Sales Representative,1.0,Married,14147.0,24133,6,Y,No,12,3,1,80,2,37,4,1,6,14,11,3
58,No,Travel_Rarely,344,Research & Development,2,1,Life Sciences,1,164,4,Female,65,4,3,Laboratory Technician,4.0,Single,15610.0,15480,6,Y,No,17,3,3,80,0,21,0,1,16,16,6,17
20,Yes,Travel_Rarely,1227,Research & Development,17,2,Life Sciences,1,165,4,Male,92,1,5,Research Director,2.0,Married,16655.0,9301,7,Y,No,23,3,1,80,3,16,4,4,2,2,2,1
56,No,Travel_Rarely,1088,Human Resources,24,5,Life Sciences,1,166,3,Female,80,2,5,Research Director,3.0,Divorced,11654.0,6491,9,Y,No,13,3,4,80,1,15,3,4,21,3,15,10
23,No,Travel_Rarely,786,Sales,7,1,Medical,1,167,2,Female,72,3,5,Human Resources,3.0,Divorced,15637.0,7765,0,Y,No,22,4,3,80,0,0,2,1,14,17,4,3
25,No,Non-Travel,272,Research & Development,7,4,Life Sciences,1,168,4,Male,63,3,5,Research Director,2.0,Single,7507.0,21611,3,Y,No,14,3,3,80,3,2,0,4,30,0,0,13
44,No,Travel_Rarely,754,Research & Development,20,1,Medical,1,169,4,Male,78,1,3,Laboratory Technician,4.0,Single,14798.0,20251,4,Y,No,19,3,1,80,0,5,4,3,35,4,10,16
26,No,Travel_Rarely,289,Research & Development,27,4,Medical,1,170,1,Male,47,3,1,Manager,4.0,Married,13204.0,24100,4,Y,No,12,3,3,80,3,2,5,2,25,17,2,7
54,No,Travel_Rarely,1211,Research & Development,9,4,Other,1,171,3,Male,90,2,3,Human Resources,1.0,Married,19731.0,11284,0,Y,No,22,3,1,80,0,29,6,2,13,12,11,0
50,No,Travel_Rarely,153,Human Resources,22,3,Technical Degree,1,172,4,Male,86,1,3,Sales Executive,2.0,Married,17503.0,9506,2,Y,No,18,3,1,80,2,10,5,4,16,13,7,6
59,Yes,Travel_Rarely,212,Sales,2,3,Medical,1,173,1,Female,34,2,2,Laboratory Technician,2.0,Married,2727.0,20543,1,Y,Yes,11,4,1,80,1,26,4,3,8,2,2,0
41,No,Travel_Frequently,978,Human Resources,14,2,Medical,1,174,4,Female,53,4,4,Research Scientist,3.0,Single,1134.0,10683,6,Y,Yes,13,3,3,80,1,21,6,3,6,5,7,0
32,No,Travel_Rarely,1168,Sales,17,2,Life Sciences,1,175,4,Male,93,2,4,Research Director,2.0,Married,17055.0,17023,4,Y,No,14,4,3,80,3,5,3,1,26,10,8,9
49,Yes,Non-Travel,312,Research & Development,1,4,Medical,1,176,4,Male,88,2,2,Manager,1.0,Married,6926.0,8426,2,Y,Yes,24,3,2,80,3,37,3,2,27,8,5,12
49,No,Non-Travel,1325,Research & Development,9,1,Marketing,1,177,1,Female,67,2,3,Research Director,2.0,Divorced,11403.0,18073,7,Y,No,16,4,1,80,1,40,6,2,11,18,6,4
41,No,Travel_Rarely,959,Sales,20,5,Life Sciences,1,178,2,Female,62,2,2,Research Scientist,3.0,Divorced,18997.0,10007,0,Y,Yes,11,3,1,80,2,30,5,2,16,6,5,11
58,No,Non-Travel,728,Research & Development,21,5,Life Sciences,1,179,4,Male,39,4,5,Manager,1.0,Married,8599.0,12089,0,Y,Yes,24,4,1,80,2,5,5,4,8,9,7,2
29,No,Travel_Frequently,1151,Research & Development,19,1,Life Sciences,1,180,4,Female,66,1,2,Sales Representative,3.0,Divorced,3091.0,4040,5,Y,Yes,18,3,1,80,0,19,6,3,7,6,13,3
56,No,Travel_Rarely,400,Human Resources,4,1,Medical,1,181,2,Female,40,2,2,Research Director,2.0,Married,13143.0,5509,0,Y,Yes,12,4,1,80,2,40,3,1,26,4,6,14
19,No,Travel_Rarely,1202,Research & Development,28,3,Other,1,182,4,Female,53,1,5,Human Resources,4.0,Divorced,16067.0,3488,3,Y,Yes,15,3,1,80,1,10,2,4,11,3,15,12
20,No,Travel_Rarely,1025,Research & Development,8,5,Medical,1,183,3,Male,50,3,4,Healthcare Representative,2.0,Single,15310.0,17178,5,Y,No,16,3,1,80,1,1,1,1,36,16,9,10
54,No,Travel_Rarely,238,Research & Development,13,4,Life Sciences,1,184,4,Male,49,2,5,Laboratory Technician,2.0,Divorced,6102.0,4515,0,Y,No,18,3,2,80,2,30,4,4,19,4,0,1
34,No,Travel_Frequently,1145,Research & Development,4,2,Medical,1,185,3,Female,39,2,1,Research Scientist,3.0,Single,1293.0,22397,8,Y,No,13,3,2,80,2,37,2,2,0,16,2,8
19,No,Travel_Rarely,541,Research & Development,9,3,Life Sciences,1,186,2,Male,76,3,2,Research Director,4.0,Single,6575.0,9439,3,Y,Yes,22,3,4,80,1,25,4,1,8,16,2,11
19,No,Travel_Frequently,312,Research & Development,9,5,Life Sciences,1,187,1,Female,76,1,2,Sales Executive,2.0,Married,11766.0,21561,8,Y,No,19,4,1,80,1,26,5,3,23,16,14,3
45,No,Travel_Rarely,853,Research & Development,22,1,Medical,1,188,2,Male,44,4,4,Manager,1.0,Married,9227.0,10124,8,Y,No,22,3,1,80,1,30,2,3,33,0,2,9
40,No,Travel_Rarely,536,Research & Development,18,5,Life Sciences,1,189,4,Male,73,2,3,Research Scientist,1.0,Single,19667.0,26598,5,Y,Yes,15,3,2,80,1,23,5,4,35,1,3,10
54,No,Non-Travel,881,Sales,12,4,Life Sciences,1,190,3,Male,91,3,5,Laboratory Technician,3.0,Married,4981.0,13074,6,Y,No,18,3,2,80,1,12,6,2,3,18,12,6
49,No,Travel_Rarely,1332,Sales,10,3,Life Sciences,1,191,1,Male,35,3,3,Research Director,3.0,Divorced,14688.0,3938,0,Y,Yes,14,3,1,80,2,24,6,4,28,8,0,12
50,No,Travel_Rarely,540,Sales,11,1,Other,1,192,4,Female,95,2,1,Sales Executive,4.0,Single,12582.0,3898,4,Y,No,22,3,1,80,2,36,5,1,22,14,13,8
18,Yes,Travel_Rarely,767,Research & Development,7,4,Marketing,1,193,1,Male,33,1,5,Manager,3.0,Married,5122.0,11175,2,Y,No,19,4,2,80,0,40,5,3,34,18,10,11
36,No,Travel_Rarely,1167,Research & Development,9,2,Marketing,1,194,1,Female,52,1,1,Laboratory Technician,4.0,Married,15387.0,20981,9,Y,No,18,3,2,80,0,24,0,3,15,4,14,1
19,No,Travel_Rarely,512,Research & Development,6,3,Other,1,195,4,Female,42,2,1,Manager,2.0,Married,11337.0,20371,9,Y,No,15,3,4,80,3,28,1,3,7,12,1,0
43,No,Travel_Rarely,907,Research & Development,19,4,Life Sciences,1,196,2,Male,60,3,1,Laboratory Technician,1.0,Married,18682.0,20144,5,Y,No,13,3,4,80,0,30,5,3,26,3,11,6
49,No,Travel_Rarely,711,Sales,16,4,Other,1,197,4,Female,45,2,5,Research Director,1.0,Married,11382.0,6438,3,Y,No,11,3,1,80,2,38,4,1,38,12,4,0
23,No,Non-Travel,528,Research & Development,15,1,Medical,1,198,4,Male,70,4,5,Healthcare Representative,1.0,Divorced,19904.0,25069,8,Y,No,15,3,2,80,0,1,3,3,11,5,10,15
49,No,Travel_Rarely,1400,Research & Development,7,2,Life Sciences,1,199,2,Female,30,4,4,Manufacturing Director,3.0,Married,6729.0,21543,6,Y,No,15,3,4,80,0,11,1,4,3,11,5,3
21,No,Travel_Rarely,1003,Research & Development,16,4,Life Sciences,1,200,3,Male,41,1,2,Human Resources,3.0,Divorced,18548.0,23553,3,Y,No,14,3,1,80,2,4,4,3,24,8,8,7
28,No,Travel_Rarely,1043,Human Resources,5,3,Life Sciences,1,201,4,Male,85,4,3,Healthcare Representative,2.0,Married,6162.0,13927,5,Y,No,20,3,4,80,1,26,0,1,5,14,1,16
34,No,Non-Travel,843,Research & Development,16,4,Medical,1,202,1,Male,79,3,3,Manufacturing Director,3.0,Divorced,,21553,1,Y,No,20,3,4,80,2,33,5,2,2,14,13,3
55,No,Travel_Rarely,1494,Research & Development,1,5,Life Sciences,1,203,4,Female,49,4,1,Research Director,4.0,Single,3985.0,3353,2,Y,No,18,3,4,80,2,13,4,2,38,16,11,3
41,No,Travel_Rarely,1345,Research & Development,19,3,Medical,1,204,4,Female,95,2,5,Research Director,1.0,Single,6260.0,20698,6,Y,Yes,13,4,3,80,3,6,4,3,23,4,8,7
22,No,Travel_Rarely,1357,Human Resources,5,3,Life Sciences,1,205,1,Male,65,3,5,Research Director,2.0,Married,4508.0,23919,3,Y,No,22,3,1,80,3,36,4,2,20,4,6,9
51,Yes,Travel_Rarely,429,Research & Development,7,4,Life Sciences,1,206,2,Male,67,1,1,Manufacturing Director,4.0,Divorced,17596.0,15953,9,Y,Yes,20,3,4,80,3,35,1,1,5,4,8,15
23,No,Travel_Frequently,153,Sales,19,1,Other,1,207,3,Male,51,1,2,Sales Executive,4.0,Single,19215.0,13124,6,Y,No,19,3,1,80,1,9,5,3,32,13,3,0
39,Yes,Travel_Frequently,477,Research & Development,22,3,Other,1,208,3,Female,90,4,3,Research Scientist,3.0,Divorced,11745.0,23413,8,Y,Yes,13,3,1,80,0,28,4,1,7,1,6,4
28,No,Travel_Rarely,364,Research & Development,5,5,Life Sciences,1,209,1,Male,79,1,4,Manufacturing Director,3.0,Single,9642.0,4541,4,Y,No,14,3,2,80,3,15,3,2,32,8,0,1
33,No,Travel_Rarely,368,Research & Development,29,1,Life Sciences,1,210,2,Female,88,2,2,Research Scientist,1.0,Single,7980.0,5223,0,Y,Yes,16,3,1,80,2,37,5,2,2,13,7,15
50,No,Travel_Rarely,460,Sales,17,1,Life Sciences,1,211,4,Male,49,3,5,Laboratory Technician,2.0,Single,10516.0,20376,4,Y,Yes,19,3,4,80,3,20,2,3,1,14,6,12
26,No,Non-Travel,1442,Research & Development,26,1,Life Sciences,1,212,4,Male,65,2,1,Human Resources,4.0,Married,14167.0,9791,5,Y,Yes,20,3,1,80,2,37,3,2,37,3,6,5
23,Yes,Non-Travel,1449,Human Resources,22,3,Life Sciences,1,213,4,Female,44,2,3,Human Resources,3.0,Divorced,12117.0,25169,1,Y,No,12,3,2,80,1,40,0,3,39,5,1,3
33,No,Travel_Rarely,753,Sales,8,1,Technical Degree,1,214,4,Female,91,2,1,Human Resources,3.0,Single,13086.0,22981,7,Y,Yes,12,3,3,80,3,32,6,3,38,13,9,6
46,No,Travel_Frequently,147,Research & Development,29,4,Other,1,215,4,Female,32,2,5,Sales Representative,2.0,Married,5184.0,6043,1,Y,No,12,3,3,80,2,28,1,4,38,4,15,1
20,No,Travel_Frequently,701,Sales,29,1,Medical,1,216,1,Male,34,3,1,Manufacturing Director,2.0,Single,3868.0,12753,8,Y,No,15,3,2,80,0,16,2,4,23,10,14,9
37,No,Travel_Rarely,821,Sales,1,5,Life Sciences,1,217,4,Female,85,3,3,Sales Executive,3.0,Married,3971.0,10104,1,Y,No,16,3,4,80,1,12,1,4,20,13,8,13
53,No,Travel_Rarely,1394,Sales,2,2,Life Sciences,1,218,4,Male,60,2,1,Laboratory Technician,3.0,Single,14625.0,25917,2,Y,Yes,13,3,4,80,2,5,1,1,17,6,10,7
36,No,Travel_Rarely,702,Sales,15,5,Life Sciences,1,219,2,Female,64,2,3,Research Director,1.0,Married,18760.0,18494,7,Y,No,13,4,4,80,0,1,4,2,34,13,7,2
43,No,Travel_Frequently,482,Research & Development,20,3,Other,1,220,4,Male,99,1,1,Manufacturing Director,2.0,Married,13866.0,10053,5,Y,No,12,3,1,80,0,7,3,2,10,12,0,2
20,No,Non-Travel,219,Sales,28,1,Other,1,221,3,Male,55,1,1,Research Scientist,4.0,Married,6219.0,8335,0,Y,Yes,21,3,3,80,2,31,2,4,10,17,10,1
36,No,Travel_Frequently,217,Sales,18,1,Life Sciences,1,222,1,Male,30,3,3,Research Director,3.0,Single,3918.0,16881,3,Y,No,16,4,4,80,3,35,4,3,2,1,0,16
37,No,Travel_Frequently,361,Sales,11,4,Medical,1,223,1,Male,36,1,1,Sales Representative,3.0,Single,11417.0,10000,4,Y,No,11,3,3,80,0,8,2,3,22,8,13,9
49,No,Travel_Rarely,1200,Sales,25,1,Other,1,224,1,Male,65,3,2,Human Resources,3.0,Married,4414.0,21500,2,Y,No,19,3,2,80,1,22,5,3,0,10,4,11
24,No,Travel_Frequently,406,Sales,10,5,Life Sciences,1,225,3,Female,54,3,4,Research Scientist,3.0,Divorced,17002.0,15279,0,Y,Yes,21,3,3,80,0,6,5,3,22,10,1,10
58,No,Travel_Frequently,108,Research & Development,24,3,Life Sciences,1,226,4,Female,88,4,2,Healthcare Representative,1.0,Divorced,15932.0,15397,2,Y,No,20,3,4,80,3,30,3,1,21,5,0,8
50,No,Travel_Rarely,467,Sales,24,2,Other,1,227,1,Female,90,3,4,Manager,2.0,Divorced,1829.0,3360,8,Y,No,14,4,3,80,1,20,4,2,29,0,9,12
57,No,Travel_Rarely,624,Research & Development,4,1,Medical,1,228,3,Male,58,1,2,Research Scientist,3.0,Divorced,8264.0,2572,1,Y,Yes,24,3,2,80,1,0,2,4,1,4,11,5
56,No,Travel_Frequently,1473,Research & Development,5,2,Life Sciences,1,229,2,Male,47,4,4,Research Scientist,2.0,Married,15950.0,22774,0,Y,No,12,4,3,80,1,1,6,1,16,13,12,13
35,Yes,Travel_Rarely,1340,Sales,4,1,Life Sciences,1,230,4,Female,70,1,1,Manufacturing Director,4.0,Married,12026.0,6071,6,Y,No,23,3,1,80,2,39,5,2,40,15,10,10
57,No,Travel_Frequently,530,Research & Development,13,3,Other,1,231,3,Male,48,3,3,Research Director,4.0,Single,5462.0,8162,6,Y,No,22,3,2,80,0,10,4,1,19,8,7,4
18,No,Travel_Rarely,892,Sales,25,5,Life Sciences,1,232,4,Male,33,3,3,Healthcare Representative,4.0,Married,13215.0,13830,4,Y,No,16,3,1,80,3,36,1,3,8,18,11,1
28,No,Travel_Rarely,848,Sales,13,3,Medical,1,233,2,Female,94,2,5,Human Resources,4.0,Married,14719.0,22752,1,Y,No,15,4,1,80,2,17,5,1,10,7,12,6
45,No,Travel_Frequently,468,Sales,18,2,Medical,1,234,3,Male,70,3,4,Manufacturing Director,2.0,Divorced,15869.0,14834,0,Y,No,13,3,4,80,2,23,0,1,16,7,3,16
42,No,Travel_Rarely,414,Research & Development,29,1,Life Sciences,1,235,4,Male,44,4,5,Laboratory Technician,4.0,Single,9095.0,24891,4,Y,No,23,3,4,80,1,18,2,3,13,15,1,5
40,No,Travel_Rarely,639,Research & Development,27,2,Life Sciences,1,236,3,Female,83,3,5,Research Director,4.0,Married,16785.0,9885,9,Y,No,13,3,2,80,2,4,6,3,17,17,13,13
48,No,Travel_Rarely,1022,Research & Development,24,5,Medical,1,237,1,Male,93,2,4,Sales Executive,3.0,Married,19059.0,2579,3,Y,No,15,3,4,80,0,28,5,4,17,7,4,3
47,No,Travel_Frequently,1179,Research & Development,2,3,Life Sciences,1,238,4,Female,44,3,3,Human Resources,3.0,Married,8398.0,14374,8,Y,No,14,3,3,80,2,38,3,4,7,8,11,2
59,No,Travel_Rarely,966,Research & Development,16,2,Life Sciences,1,239,3,Male,79,3,4,Manufacturing Director,3.0,Single,12783.0,6767,4,Y,No,15,3,2,80,2,1,2,2,28,4,10,10
52,No,Non-Travel,1289,Sales,1,2,Medical,1,240,1,Female,51,3,1,Human Resources,1.0,Divorced,3209.0,2431,9,Y,No,12,4,4,80,1,16,0,4,7,1,12,0
24,No,Travel_Rarely,883,Research & Development,26,5,Life Sciences,1,241,2,Male,47,2,5,Research Director,3.0,Single,13151.0,17186,1,Y,No,21,3,4,80,1,10,2,4,25,13,12,13
33,No,Non-Travel,435,Sales,19,1,Other,1,242,4,Female,31,1,5,Laboratory Technician,4.0,Divorced,18376.0,25378,3,Y,No,11,3,3,80,2,36,2,2,27,17,11,5
43,No,Non-Travel,899,Sales,9,2,Life Sciences,1,243,4,Male,65,3,4,Laboratory Technician,2.0,Divorced,7060.0,4097,8,Y,No,15,3,1,80,1,12,5,1,7,12,5,16
19,No,Travel_Rarely,449,Sales,28,5,Medical,1,244,2,Female,49,4,5,Human Resources,4.0,Married,5124.0,3565,7,Y,Yes,21,3,3,80,3,28,2,1,19,11,7,16
18,No,Travel_Rarely,374,Sales,3,1,Life Sciences,1,245,1,Male,45,2,3,Laboratory Technician,2.0,Married,7380.0,25205,2,Y,No,11,3,1,80,3,31,3,1,7,14,14,10
29,No,Travel_Rarely,1064,Research & Development,25,1,Technical Degree,1,246,2,Male,96,4,5,Manufacturing Director,4.0,Married,7596.0,20520,7,Y,No,13,4,4,80,3,39,0,3,13,14,14,6
22,No,Travel_Rarely,821,Research & Development,7,3,Medical,1,247,4,Female,59,3,4,Human Resources,1.0,Married,11616.0,13714,1,Y,No,18,3,1,80,2,7,5,2,12,0,6,12
54,No,Travel_Rarely,601,Sales,29,5,Life Sciences,1,248,3,Male,84,2,3,Manufacturing Director,3.0,Single,16243.0,19997,2,Y,Yes,21,4,1,80,0,9,0,1,39,6,6,7
49,No,Travel_Rarely,1218,Research & Development,10,1,Other,1,249,1,Male,95,3,3,Laboratory Technician,4.0,Divorced,14939.0,8583,4,Y,No,18,3,4,80,0,24,3,4,16,12,0,7
26,Yes,Travel_Rarely,786,Research & Development,1,3,Life Sciences,1,250,1,Male,55,4,5,Sales Representative,3.0,Married,10089.0,22866,9,Y,No,19,3,2,80,1,10,2,4,25,17,2,8
58,No,Travel_Rarely,180,Research & Development,10,4,Other,1,251,1,Male,86,2,4,Manager,1.0,Single,2892.0,9950,9,Y,Yes,11,3,3,80,0,27,2,4,5,0,2,6
52,Yes,Travel_Rarely,723,Sales,21,5,Marketing,1,252,2,Male,98,1,5,Sales Executive,,Married,5830.0,11459,7,Y,No,14,3,4,80,0,32,5,2,16,10,6,8
36,No,Travel_Rarely,1342,Research & Development,9,4,Medical,1,253,2,Male,31,1,1,Research Director,3.0,Single,4831.0,3699,0,Y,No,16,3,3,80,2,38,0,2,3,12,11,10
33,No,Non-Travel,1048,Human Resources,28,1,Life Sciences,1,254,3,Male,85,1,1,Sales Executive,3.0,Single,9347.0,7758,3,Y,No,17,3,3,80,1,25,2,4,24,8,13,1
20,No,Travel_Rarely,459,Research & Development,15,5,Medical,1,255,3,Female,91,3,3,Manufacturing Director,2.0,Married,19109.0,25417,0,Y,No,15,3,1,80,0,7,6,3,6,15,1,17
37,No,Travel_Rarely,719,Research & Development,15,3,Life Sciences,1,256,1,Male,63,2,5,Manager,3.0,Married,3486.0,23595,0,Y,No,23,3,4,80,3,37,1,3,16,10,9,2
41,Yes,Travel_Rarely,608,Sales,3,1,Medical,1,257,3,Male,85,4,1,Manager,3.0,Married,14144.0,7473,4,Y,No,17,4,2,80,1,25,2,1,21,2,6,17
50,No,Travel_Frequently,1306,Sales,25,5,Medical,1,258,2,Female,84,4,2,Sales Representative,2.0,Divorced,10664.0,13679,5,Y,No,21,3,3,80,1,31,6,1,27,16,15,15
41,No,Non-Travel,677,Research & Development,5,5,Life Sciences,1,259,3,Female,49,3,1,Healthcare Representative,4.0,Divorced,11446.0,4218,0,Y,Yes,20,3,3,80,1,27,2,1,5,1,8,7
28,No,Travel_Frequently,1371,Research & Development,9,4,Life Sciences,1,260,2,Male,79,3,5,Healthcare Representative,2.0,Single,16341.0,15515,5,Y,Yes,18,3,2,80,3,6,4,1,29,8,15,7
25,No,Non-Travel,345,Sales,26,1,Medical,1,261,3,Male,54,4,5,Manufacturing Director,4.0,Single,10511.0,7085,4,Y,No,20,3,3,80,0,34,0,1,9,8,0,5
53,Yes,Travel_Rarely,607,Research & Development,22,3,Medical,1,262,4,Female,54,2,1,Manager,4.0,Married,1377.0,8888,3,Y,No,16,3,4,80,3,1,0,2,38,15,11,1
55,No,Travel_Frequently,523,Research & Development,9,3,Life Sciences,1,263,2,Male,82,3,5,Sales Representative,4.0,Married,14607.0,19924,9,Y,No,21,4,2,80,1,21,6,2,13,0,13,15
57,No,Travel_Frequently,1445,Research & Development,23,1,Life Sciences,1,264,4,Male,43,2,5,Sales Executive,2.0,Divorced,3756.0,5400,4,Y,No,14,3,4,80,1,21,1,3,21,16,1,8
37,No,Travel_Rarely,1212,Research & Development,7,1,Other,1,265,2,Male,89,4,2,Human Resources,2.0,Married,8571.0,20850,7,Y,Yes,11,3,2,80,2,2,1,3,40,9,10,14
52,No,Non-Travel,318,Research & Development,24,2,Life Sciences,1,266,3,Female,72,2,3,Research Director,1.0,Single,8148.0,18628,8,Y,No,21,3,3,80,2,7,1,2,25,4,5,1
42,No,Travel_Rarely,1403,Research & Development,23,4,Life Sciences,1,267,4,Male,91,1,5,Sales Representative,4.0,Married,11019.0,17999,1,Y,Yes,15,3,2,80,2,3,0,3,9,7,1,14
52,No,Travel_Rarely,1110,Research & Development,12,1,Life Sciences,1,268,3,Female,98,4,4,Human Resources,2.0,Divorced,7713.0,20137,5,Y,No,20,3,4,80,2,14,4,4,1,12,13,10
42,No,Travel_Rarely,1294,Sales,25,1,Life Sciences,1,269,2,Female,92,1,3,Laboratory Technician,1.0,Divorced,2896.0,24617,2,Y,Yes,20,3,2,80,1,38,4,3,2,4,11,11
46,No,Travel_Rarely,431,Sales,27,2,Other,1,270,4,Male,31,4,3,Manufacturing Director,4.0,Single,12984.0,11164,1,Y,No,20,4,3,80,3,11,3,4,10,3,1,14
35,No,Travel_Frequently,751,Sales,9,2,Human Resources,1,271,1,Female,83,1,4,Sales Representative,2.0,Married,17452.0,9293,0,Y,Yes,14,3,1,80,2,28,0,4,9,7,4,15
35,No,Travel_Rarely,492,Sales,6,5,Medical,1,272,3,Male,45,2,1,Manager,2.0,Single,1553.0,20797,3,Y,No,15,3,3,80,3,8,3,1,11,6,6,5
19,Yes,Travel_Rarely,482,Sales,23,3,Life Sciences,1,273,2,Male,84,4,2,Research Scientist,2.0,Married,14564.0,21361,7,Y,No,14,3,3,80,2,39,2,3,13,4,3,2
